çÄñ⁄ñº,âeãøìx
Color.int,30.019651994453717
Proline,27.8175462515097
Flavanoids,16.885605245721173
OD,16.79155156249717
Malic.acid,3.4550649437015606
Mg,1.3140121540677911
Ash,1.1999120884545487
Alcohol,0.9174623645385855
Hue,0.6375758747519593
Acl,0.6367456185138827
Phenols,0.3248692189012522
Proanth,2.6828323824547774e-06
Nonflavanoid.phenols,5.627652960640004e-11
