çÄñ⁄ñº,âeãøìx
Color.int,30.027928225603983
Proline,28.137464750879925
OD,16.765535636713146
Flavanoids,16.736620458307357
Malic.acid,3.4547814192195805
Mg,1.3924623408862984
Ash,1.2244123440781582
Hue,0.9061049265346897
Alcohol,0.6663111895285654
Acl,0.36315991070109277
Phenols,0.3250875093786909
Proanth,0.00013128816851021337
Nonflavanoid.phenols,6.644324272748152e-17
